"ايره،  خيږے",راکھہ,,,
"درگه، سازينه",راگ,,,
"پتون، ورون، ولے",ران,,,
اوبلار water way,راه آبی,,,
"تگلاره، کړنلاره ، سرجنښت، د کار لاره",راه عمل,,,
"اړيکلار ، اړيکلاره ",راه مواصلاتی,,,
"لاروے ، په لاره تلونکے",راهرو,,,
"گاڼه وړے، گاڼچی",راهن,,,
"مشر،لاربه، لارښود،  لارښوان",راهنما,,,
"مشری، مشرتوب، سرﻻرے، لاربنے",راهنمائى,,,
"دود، لاگو",رائج,,,
چلنددوے,رائج قانون,,,
ټول پښتنه,رائے عامه,,,
"وې، راے",راۓ,,,
باور راے vote of confidence,راۓ اعتماد,,,
"سلاپر، سود",ربا,,,
"پړاو، ټکانه، مساپرخانه، سراے",رباط,,,
"څلوريزه، دوه بيتى دوه کړيزه",رباعى,,,
"اړه، وله، ورله",ربط,,,
ټينگاو,ربط ضبط,,,
"څړمونے، پسرلے، سمسورتيا",ربيع,,,
"پېښليد،راپور",رپورٹ,,,
"پوړۍ، چوکۍ، دريځ",رتبه ,,,
"اټېرلے،موړ، ډک، اوکه، اربوده",رجا هوا,,,
"تمه، اميد",رجاء,,,
"سړی، وگړی",رجال,,,
"پېرے، پېريان ",رجالالغيب,,,
"ښوين، ښويندے",رجائى,,,
"ښوينتوب، ښوينے",رجائيت,,,
ښوينپال,رجائيت پسند,,,
څنگزنتيا,رجحان,,,
"شاتگ ، په شا تگ",رجعت,,,
شاتگپالے,رجعت پسند,,,
شاتگ واله,رجعت پسندی,,,
"سنگسار، تيږوژنه",رجم,,,
"مخ راگرځونه، بېرته راتلنه",رجوع,,,
"تلنه، تلين ، تگ، لېږد، کوچ، لېښ",رحلت,,,
"گڼړۍ، توملنه، زيلانځ، زېږنده، چستۍ",رحم,,,
"لورېينه، لور، ترس",رحم,,,
"لوراندے، ډېر زړه سواندے",رحم دل,,,
"لورينه، بښنه",رحمت,,,
"کوچ، لېږد، يون",رحيل,,,
"پلو، غاړه، سمے، ډډه، مخ",رخ,,,
"مخ، څېره، بڼه",رخ,,,
"غومبورے، اننگے، بارخو، گورڅه، بغون، لغون ، غمبرۍ، واڅے",رخسار,,,
"خلل، اوتار، خنډ، آړاند",رخنه,,,
"غبر گون، انگازه، چارانگ، انگچار",رد عمل,,,
"کتار، چېل، تيب، کېړ، تولونه",رديف,,,
"پستيا، سپيتانه، کچوتی",رذالت,,,
"ايکاغ، مغولمه، پاجی، سپيتے",رذيل,,,
"خرومه، ازوغه، روزی، ډوډۍ، خورمه، خواړه",رزق,,,
"جگړه، شخړه، جنگ",رزم,,,
"ميدان جنگ، جنگ ډگر",رزمگاہ,,,
"دود دستور، رواج، باب، جال، چوچ",رسم,,,
ليکدود,رسم الخط,,,
"چوچ، بگر، دود، دستور، رسم، رواج",رسم و رواج,,,
"پيشوپړے، واښلوبه",رسه کشى,,,
"مخ روڼے، منلتيا",رسوخ,,,
"رسولۍ، غروړے، غمبه، پوپکه، غونډ، غونډارے، انجير",رسولی,,,
"رسليک، رسيد",رسيد,,,
"اوبلن، اوبڼے",رسيله,,,
"رسۍ، ناړۍ، پړے، بياسته، واښ",رسی,,,
"لاگ، خپلوی",رشته,,,
"خېش، خوېښ، خپلوان، خپل خپلوان",رشته دار,,,
"مراوده، خپلوی",رشته داری,,,
"موکه،موک، بنگه، بډې",رشوت,,,
"بډه خور، بډيمار، بډو",رشوت خور,,,
اسمان څارځے,رصدگاہ,,,
"دلاسا، پخلا،  خوښه",رضا,,,
"رودنه، رودنگ",رضاع,,,
"هم رودنے، د پيو ورور، ممڼه",رضاعی بهائی,,,
مورينگه,رضاعی ماں,,,
"اربک، اربکے، خوښچارے",رضاکار,,,
"نمی، لوندوالے، زاو، لمدبل، سيب",رطوبت,,,
"رېت، ولس",رعايا,,,
"مخ مروت، مخ ملازه، پاسنه، سوان",رعايت,,,
"ايراغ، زغروب",رعب,,,
"تڼا، تکه، تالنده، تندر",رعد,,,
"گوزن، بر، شلتوب، ستانگه",رعشه,,,
"ښکلے، ډولی",رعناء,,,
"پاملرنه، تخڼک، ډېره مينه",رغبت,,,
"ملتوب، ملتيا ، ملگرتيا، ملگری، انډيوالی",رفاقت,,,
"ارامی، هوسای، هوساينه، سوکالی، ښېگړه",رفاه,,,
اولسی ښېګړه,رفاه عام,,,
"تگ، تلنه، تلون، يون، چلن، چاله، کش، مزل، چلون",رفتار,,,
"پېزل، گنډنه، پنځرک",رفو,,,
"پېزگر، پېزونکیر،پتلېساند، پتلېزاند، گنډگر",رفوگر,,,
"لوړ، هسک، جگ",رفيع,,,
"همغاړے، ملگرے",رفيق,,,
"سيالی، سونده",رقابت,,,
"نڅے، نڅو، نڅگر، گډاگر",رقاص,,,
"نڅۍ، نڅگره، گډاگره",رقاصه,,,
"ارتوالے، پراخوالے، ټوټه، اډۍ",رقبه,,,
"زړه سواندے، زړه سوے",رقت,,,
"دړد ناک، زړه سواندے",رقت اميز,,,
"نڅا، گډا",رقص,,,
"څيرے، د کاغز ټوټه",رقعه,,,
"ليکل، ليک",رقم,,,
"رخے، سيال، خړو، سارے، بډ، گور، جوگه، مخے، بدول",رقيب,,,
"نرم، نروب، اوبن، نروبے",رقيق,,,
"کاسه، تغندۍ",رکابی,,,
"ستناو، ډب، خنډ، آړ، اړت، آړاند، ټکه، خړنجه، ښنکر، پېخ",رکاوٹ,,,
"وژه، وژے، نوږه، مرانده",رگ,,,
"خپلوی، رگ ريښه",رگ بستہ,,,
رگ و پلې,رگ و عضلات,,,
"زدويل، مښل",رگڑنا,,,
"نرے باران، پوستور، پونه، ښورمک، نرمه شېگره، پشم، پونه، څخا، وهار",رم جم,,,
"ښاره، زونگه، اشاره، د زړه خبره، پټه خبره",رمز,,,
"اخرنۍ سلگۍ، وروستے دم",رمق,,,
"ځغل مېدان ، ځغل ډگر",رن وے,,,
"ځورند، خپه کوونکے",رنج اور,,,
"ويړه، رنډۍ، کچنۍ",رنڈی,,,
"ورېغ، ورڼه، رنگ",رنگ,,,
پېشکے,رنگروٹ,,,
"بڼيار، رنگمال، نيلگر، رنگرېز",رنگساز,,,
"ازاد، پرانستے",رها,,,
"نواره، استوگنه، ټاټوبے",رهائش,,,
"هستوی، د استوگنې اړوند",رهائشی,,,
"لاربه، لارښود، لارښوان، مشر، بوميا، سرغندوے",رهبر,,,
"ﻻروهونے، ، ﻻر شوکے، ډاکمار، شوکمار",رهزن,,,
"لاروے، په لاره تلونکے",رهگزر,,,
"گرويليک، اڼه ليک",رهن نامه,,,
"لاروے، يونے",رهنورد,,,
"ځای، اوسېدونکے",رھائشی,,,
"نوم بدے، تورن، نامه تور، داغدار",رو سياه,,,
"اړيکې، تړاونه ",روابط,,,
"لور، لورنه، لورون، رواداری",رواداری,,,
"دودپال، دوديالے",روايت پسند,,,
"دودپالی، دوديزپالی",روايت پسندی,,,
"دوديز، دوديزے",روايتی,,,
"مخ په مخ، مخامخ، مخاوے",روبرو,,,
"مخ پټ، غارندويه",روپوش,,,
"ډوډۍ، پياڅه، تيکاله",روٹی,,,
"ساه، اروا، سلوې",روح,,,
"زړه راښکونے، زړه وړونے",روح انگيز,,,
"ستانه، بزرگ، سپېڅلے انسان",روحانى شحصيت,,,
"ستانه، پاک، ريشے",روحانی,,,
"ورځنے، هره ورځ",روزانه,,,
"ورځباړه، دياړی",روزانه اجرت,,,
"کار روزگار، نوکری، مزدوری",روزگار,,,
شومه. روژه,روزه,,,
"جيره، خواړه، څورے",روزی,,,
"تورمخے، مختورنے",روسياه,,,
"نېب، ليار، چلند، چلښت",روش,,,
"روښانه، انجلا، ځلانده، پړکانده، وړنگښه، ډيوڼ، روڼ، ځلکه بلکه، غرا، بلبل",روشن,,,
"روڼ اندے، بل اندے، رڼاندے، روښاندے",روشن فکر,,,
" روڼ اندی، بل اندی",روشن فکرانه,,,
"پلېبو، پېلوا، رڼای، برېښنا،آغے",روشنائی,,,
"بادکښ، بادېښ، رڼاوت، کولک، باد رو، برياله، روزان، مکڼ، درځۍ",روشندان,,,
"سپېک ، اغے،  پيتاو، رڼا",روشنی,,,
"ارامځاے، مړيستون",روضه,,,
"غوړ، تيل",روغنيات,,,
" غوړن، غوړ",روغنی,,,
"ستناو، ډب، خنډ، آړ، اړت، آړاند، ټکه، خړنجه، ښنکر، پېخ",روک,,,
همخونے,روم ميٹ,,,
"ديدار، ديدن، کتنه، ليدنه",رويت,,,
"مخوريز، مخور",رويدار,,,
"پېښه، شخړه، روداد",روئيداد,,,
"ښودنه، درغلنه، مخروی",ريا,,,
"ربړاو، خواری، زيار",رياضت,,,
"گڼ، گڼه، گنتری، شمېره، شمېر",رياضی,,,
"گڼپوهه، گڼپوهه، شمېرپوهه",رياضی داں,,,
"درغلنه، مخروينه",رياکاری,,,
"رېگبومه، رېگې، شگلنه، سولينه",ريتلی,,,
"ناستونے، کورناستے",ريٹائرڈ,,,
تويانښت,ريخته گرى,,,
"شمځرے، شمزۍ، ملاتير، ملامزے، شجۍ، شمځے",ريڑھ کی ھڈی,,,
"د اسانو ځغلولو ميدان، ارگړه",ريس کورس,,,
خوړنځے,ريستوران,,,
"گوږنه، پلټنه، څېړنه",ريسرچ,,,
څېړنتون,ريسرچ سنٹر,,,
څېړنډله,ريسرچ گروپ,,,
غوږۍ,ريسيور,,,
چاڼځے,ريفائنرى,,,
ټولپوښتنه,ريفرنڈم,,,
نومېرنه,ريفرنس,,,
"رېگبومه، شگلوړه زمکه، شگنه زمکه",ريگزار,,,
"رېگبومه، رېگی، شگلنه، سولينه",ريگستان,,,
شگموښے,ريگمال,,,
"ړينگ، شڼوک، د پوزې اوبه",رينٹہ,,,
"بونگیه، يرغملبيه",رينسم Ransom ,,,
"خوڅ ، خوڅ ما خوڅ، ځغونځ",رينگنا,,,
"پلکه، پلکې، د مار يا بل کوم ښوېدونکى ژوې په زمکه نښه",رينگنے کى نشانى,,,
"گوار، گوېر، رمه، پوده، گاهر، ډنۍ، گورم، خرگله، کنډک، غراله، پاده، غيله، گله",ريوڑ,,,
,ز,,,
"اوبله، د لارې سامان ",زاد راه,,,
"خوارو زار، ځار ځپلے",زارو نزار,,,
"بړانگه، رمباړه، په زوره ژړا، ارخښ",زاروقطاررونا,,,
نمنځچار,زاهد,,,
"اډېرلې ، هاغه بچی چې د خپل وخت نه وروستو پيدا شی",زاھد العياد جنم,,,
" گوټ، گوټ پېر، کونج",زاويه,,,
پلن گوټے,زاويه منفرجه,,,
ليدگوټ,زاويه نگاہ,,,
"پرخے، ډېرزيات",زائد از ضرورت,,,
"سېلانے، زيارتگر",زائر,,,
"پژژبه، دوجود ژبه، باډی لېنگويج",زبان بدن,,,
"ژببندے، گونگتيا",زبان بندى,,,
ورځچلند ژبه,زبان روزمره,,,
"ژبپرمختگ، د ژبې وده",زبان کی ترقی,,,
"گړنے، په يادو وييل",زبانى,,,
"ژبوهنه، د خبروجنگ",زبانی تکرار,,,
"زېږتون، چرته چې ماشومان زېږيگی",زچه بچه مرکز,,,
"کيوان، د ستوری نوم دے",زحل,,,
"جغات، ربړ، کړاو، کړاک، زوک، شينډۍ",زحمت,,,
"زيارکښ، خواری کښ، کړاوو",زحمت کش,,,
" پرهاری، ټپی، پرهرژلے، برغنجور، خوږمن",زخمى,,,
"کر، کرنه، کرهڼه، کرونده، کرکرونده، کرکيله، کرله",زراعت,,,
"کرنمل، کښتچارے",زراعت پيشه,,,
"اوښغويی، يو ډول ځنگلی ژوه ده ۔ ",زرافه,,,
" زرين ټوکے، زرين ټوکر",زربفت,,,
زرپېرلے,زرخريد,,,
"زرغا، ښالېز، شين",زرخيز,,,
"پالپانه ( پالکورے ، پالکوټه  ، پالخونه چرته چې د کرکيلې الات پراته وي)",زرعى الات,,,
"کرزمکه، کښتی زمکه",زرعى زمين,,,
"کرنيز، کرنی",زرعی,,,
"زمکسمون،  د زمکې سمول",زرعی اصلاحات,,,
"ابره، يېبره، کښت، غله دانه",زرعی پيداوار,,,
" کښت ونډ، کرونډ",زرعی فارم,,,
" زرکه، خنډل، چنجرۍ",زرقه,,,
"زغرماتے، زغره ماتوونکے",زره شکن,,,
"مشرتابه، مشری، مشرتوب",زعامت,,,
"گنگو، کرچم",زعفران,,,
"اولس مشر، توکم مشر",زعيم,,,
"زره، چلغت، زغره",زغره,,,
"زنه، د مخ ښکته برخه ",زقن,,,
"ازغکے، توهړ، يو ډول تريخ  درملن بوټے دے",زقوم,,,
"بلومه، بادوونے، والگے، يخوکے، دومه، دومۍ",زکام,,,
"رېږدنے ، زمکرېږد، زلزله",زلزله,,,
"رېږدمېچ، د زلزلې د مېچولو اله",زلزله پيماں,,,
رېږد ځپلې,زلزله زده,,,
"وېښتان، کوڅۍ، څڼې، څنړې، کلاله، کاکل، څونډۍ، پېکے، وربل",زلف,,,
"واگې، مهار، نته",زمام,,,
"وخت، شېبه، مهال، پېر",زمان,,,
"مهال او تون، وخت و مکان ، زمان و مکان",زمان و مکان,,,
"اوت، وخت، دور، مهال ، پېر",زمانه,,,
"لرتېرمهال، لرې تېره زمانه",زمانه بعيد,,,
"اوستلون، اوسمهال، اوسنے وخت ",زمانه حال,,,
"ناتېرمهال، اوسنۍ او راتلونکې زمانه",زمانه حال ماضى,,,
"وخت تېرے، مهال گر",زمانه ساز,,,
"تېرمهال، تېره زمانه",زمانه گزشته,,,
بشپړتېرمهال (گرامر),زمانه ماضی مطلق,,,
"اوسترمهال، راتلونکې زمانه",زمانه مستقبل,,,
بشپړتېرمهال (گرامر),زمانه مستقبل مطلق,,,
"ارمن، امبور",زمبور,,,
"پټکارے، غارندويه، پټچارے",زميں دوز(خوفيه),,,
"اوېجه، ځمکه، خاوره",زمين,,,
"ځمکوال، د ځمکې خاوند",زميندار,,,
"مځکنے، د ځمکې سره اړتيا لرونکے",زمينی,,,
"غېنده، غېندۍ",زناکار,,,
"ادرک، سونډ، مسالاداره جړه",زنجبيل,,,
"چغانے، زنچخے، د زنې کوتے",زنخدان,,,
"بنديخانه، اړتون، ستنځے",زندان,,,
"ژوند، ژواک",زندگی,,,
"تلپاتې، تلپاينه",زنده و جاويد,,,
"خيرے، خړے، خيږ (اوسپنخړی)",زنگ,,,
"خيږژلے، خيږن",زنگ الود,,,
"وښ، زهر",زهر,,,
"روښانه، ځلانده",زهرا,,,
"زهرژن، زهرجن، زهرژلے",زهرالود,,,
"مرگونی زهر ، زردوم",زهرقاتل,,,
"وښن، زهرجن، زهرژلے، جړمن، گنډېرن",زهريلا,,,
" ځوړ، ځوېړے، پرېباسنه، غورزېدنه، څپڅپان، شيوه، پيه توب",زوال,,,
"څپڅپاندے، ځوړيز، مخ په غورزېدو",زوال پذير,,,
"مېړه، د ښځې خاوند",زوج,,,
"ارتينه، ماندينه، واده کړې ښځه",زوجه,,,
"ژريېبرے، زر گټه ورکوونکے",زود حاصل,,,
" ژرسهے، زرسهے",زود هضم,,,
"زيات، پېخره، پرېمانه، پرېوانه",زياده,,,
"تر ټولو ډېر، زيات نه زيات",زياده سے زياده,,,
"ښائسته،  ښکلے، ډېر ښکلے",زيبا و اراسته,,,
"پسولل، بڼکاوه",زيبائش,,,
"ځنگلی خر ، برگ خر",زيبره,,,
" ښونه ، د ښونه اونه ",زيتون,,,
"زرندے، تاکاو، غارندويه",زير زمين,,,
"اوی ځمکه، اوبيزه ځمکه، تاندوبه ځمکه",زيراب زمين,,,
"زدﻻندے، اغېزمنے",زيراثر,,,
"اوبتل، د اوبو تل کې",زيرآب,,,
"ﻻس ﻻندې، کابو کې",زيردست,,,
"نرےاو ډډ، زېروبم",زيروبم,,,
"کارکسب، کار روزگار",زيست روزگار,,,
"شل، درپه، پوړۍ",زينه,,,
,س,,,
"مخنے، مخينه، تېر، پخونے",سابقه,,,
"همغاړے، ملگرے",ساتهی,,,
"جادوگر، کوډگر، پاړوگر",ساحر,,,
"کڅ، غاړه",ساحل,,,
"سيمه، غاړه، پلو",ساحه,,,
"رغاونه، رغښت، رغاو، اډاڼه",ساخت,,,
"جوړښت ، رغښت، اړاو، سان",ساختمان,,,
"سپين زړے، ساده زړے",ساده لوح,,,
"اوښبه، اوښبون",ساربان,,,
"اوښبتوب، اوښان ساتنه",ساربانی,,,
"غل، شوکمار، داړه مار",سارق,,,
"سرينده، جغانه، غجکه، ترنگو",سارنگى,,,
"بانده، باندره، غښته، سازښت",سازش,,,
"مرستندويه اکر، سځ اڼهرونه",سازگارحالات,,,
"د شرابوجام، پياله، کنډول، کټورے",ساغر,,,
"روړه، لوېدلے",ساقط,,,
"تنه، ډنډر، درمه، نار",ساقه,,,
" ټينگ، ټيکاو",ساکت,,,
"کال گټه ، د يو کال امدن",سالانه امدن,,,
کالنۍ سړى سر گټه,سالانه فى کس امدن,,,
"راهرو، لاروے، د لارې مل",سالک,,,
"زېږ کال ، کاليزه، تلين کال ",سالگره,,,
"پخکړے، نگولے، نينگولے، بوړ، پورونے، لوت ،کتغ ، کوناغ",سالن,,,
"پانگواکے، پانگواکمنے",سامراج,,,
"اورېدونکے، غوږنيونکے",سامع,,,
"پېښه، نختۍ، بلا",سانحه,,,
"پوهه، لټون، پند",ساينس,,,
"سيورلن  ، سيورے ورکونکے",سايه دار,,,
"ړونگه، منا، څپر، چتر",سائبان,,,
"سوالگرے، سوالگرندے،  دروېزه",سائل,,,
سرليکه,سائن بورڈ,,,
"اسبون، اسبه، اسانو ساتلو والا",سائيس,,,
"اتوڼے، وروستو پاتې، د ټولو وروستو",سب سے پيچھے,,,
"پيلامه، توسن، سوب، لامل، وجه",سبب,,,
"راغه، ورشو، شين يالے، وښياڼه، مرغه",سبزه زار,,,
" سمسور، ښېرازه، زرغونه",سبزوشاداب,,,
"پونډکه، شنه، شوږه، سابه",سبزی,,,
"سابنے، سابه پلورے ، کونجړ",سبزی فروش,,,
"درس، لوست",سبق,,,
"برے، لاسبرے، .مخکېوالے",سبقت,,,
"يرغه، توند، تېز",سبک رفتار,,,
"چاټۍ، بوږچاټۍ، منگے، مټکے",سبو,,,
"ورانکار، ورانکاری ، بربادی",سبوتاژ,,,
"لاره، لياره، دود",سبيل,,,
"مننه، شکريه",سپاس,,,
"لاسگرے، مرستندويه",سپورٹر,,,
څانگوال,سپيشلسٹ,,,
"تېرے، ناورين، ځال",ستم,,,
"زور ځپلے، ځورلے",ستم زده,,,
"ځلند، تېرگر",ستمگر,,,
"خرسن، ستن، مټه",ستون,,,
"ژغے، تينگ، زمبېل، د رنځورد اوړلو ډولۍ ",سٹريچر,,,
"لوبيځ، ننداريځ، اودريځ ، لوژ",سٹيج,,,
"تمځے، اډه",سٹيشن,,,
"پاڼوځے، د کتابونو دوکان",سٹيشنری شاپ,,,
" رېښتينے، رښتياويونکے",سچ گو,,,
"رښتينے ملگرے، آرمل",سچا دوست,,,
"وريځ، خړه",سحاب,,,
"سهار، سبا،گهيځ",سحر,,,
"پرشمے، پېشمنے",سحرى,,,
"لاس پراخی، ارت لاسی، بډاينه",سخاوت,,,
,سخت,,,
"کړاک ، مټاک،  شول، کلک،کروړ، مټاک، پټخ، يج، غوېژ،  درينگل، پېړوده،  سخرے",سخت,,,
"سخت چارے،  کړاکے",سخت گير,,,
"زږه غاړه، زيږه غاړه ، زيږگړدود",سخت لهجه,,,
"هشگوڼے، تريخ",سخت مزاج,,,
سخت دريځ,سخت موقف,,,
"لاس پراخے ، لاس پراخه",سخی,,,
"تلزرغون، تلښېرازه ، تلسمسور، تل زرغون، تل شين، تل سمسور، تلتاندے",سدا بهار,,,
"اسمان څک، ډېر دنگ",سر بفلک,,,
"ځلاله، ځلوب، ځلښت، کميز",سراب,,,
"سرترسرا، سر تر پايه",سراپا,,,
"ډيوه، رڼک",سراج,,,
"ټول، همه ، واړه",سراسر,,,
"تلولے، سرسوبن، سرسيانده ، هغ، اروترور",سراسيمه,,,
"څرک، نښه، څولاغ ، درک ، ډونډ، توس",سراغ,,,
"پلزن، پلپوه، ډونډ گر. توسے، سوسکارے",سراغ رسا,,,
"څرے،  اغېزه، سرايت",سرايت,,,
جوپه انگړ,سراۓ,,,
"په جار، برملا، په ډاگه",سربازار,,,
سرمشريزه غونډه,سربرائی اجلاس,,,
"تړلے، پټ",سربسته,,,
"سرسپارے، سرښندے، ځان سپارے، سر په تلى کې",سربکف,,,
"سرلوړے، شمله جگے، سرسترے، سرلوے",سربلند,,,
"پوله، بريد، ټاک",سرحد,,,
"بريدميشتی، بريدوال",سرحدی لوگ,,,
"الوانى، سور، ارغوانی",سرخ,,,
"مخسور، مخ روڼے",سرخرو,,,
"سرليک، د سر ليک",سرخط,,,
"سرټکى ، غټ ټکی",سرخياں,,,
"مشر، سرلښکر، لاښود",سرخيل,,,
"گنجره، غازه",سرخی پوڈر,,,
"سوړ جنگ، سړه جگړه، انگروزا ی جنگ",سرد جنگ,,,
"کنگلخونه، سړه خونه",سرد خانه,,,
"سملاسی، سم د لاسه",سردست,,,
" يخنی، سړزی، ساړه",سردی,,,
"سرکوبی، رټل، پوهول ",سرزنش,,,
"سرکوبی، رټل ، ترټنه، رټنه، گواښنه ، غوږتاوے",سرزنش,,,
"خوښ، خوشاله",سرشار,,,
"لوښه، پنځ، خوۍ بوۍ، غريزه",سرشت,,,
"سرښته، سمبالښت",سرشته,,,
"تلوار، بيړه، چټکتيا، تادی، لچڼه، پلغت",سرعت,,,
"سرلوړے، شمله جگے، وياړو، مخسورے، مخروڼے، ښاڅمن",سرفراز,,,
"سرښاندے، سرتېرے، سرسپارے ",سرفروش,,,
"سرغندوے، سرغندے",سرکرده,,,
" سرغړاندے، سرکښ، .الود، ياغى، جرلنډ، هېنډور، ياوه",سرکش,,,
"سرکښی، سرتاو، سرغړونه، نمنا",سرکشی,,,
" ترښوبه، تروبے، خل",سرکه,,,
"ترټل، وهل، ټکول",سرکوبی,,,
"سرگومه، بې خوده، سرهېټه، لالهاند، هړاندے",سرگردان,,,
"چاروال، کاروال، کارمن، گړندے، چاخ، مړنے",سرگرم,,,
"بوختيا، سا تېری، هلې ځلې، بج، چاروالى، کاروالى",سرگرمى,,,
"تېروخت، تېره زمانه ",سرگزشت,,,
"غوږلوڅے، پس پس، گنگوسه، غوږبوسی، پسبسکے",سرگوشى,,,
"توتيا، رانجه",سرما,,,
"رنجړومه، د رنجو پوسخکۍ",سرمہ دانی,,,
"پانگه، پنگه، دولت، سگه، شتمنی",سرمايه,,,
"بډا، شتمن، دولتمن، پانگه وال",سرمايه دار,,,
"پانگه واله، پانگه والى",سرمايه دارى,,,
" پانگونه، پانگول، پانگه اچونه",سرمايه کارى,,,
"توربخن، پيکه تور، رنجنے، سليټی",سرمائی,,,
"تل،مدام، همېشه",سرمد,,,
"تورم، ساز، سرنا",سرنا,,,
"سريزه،سرليک",سرنامه,,,
"سورنگ، بوغدۍ ، مونه، هور",سرنگ,,,
"پړمخ، نسکور، سرښکته، سرلاندې",سرنگوں,,,
"  برخه ، ژوند ليک، برخه ليک",سرنوشت,,,
"وړومبے مخ ، اول مخ",سرورق,,,
"دنگ لوړ، سوسن، شاغ",سروقامت,,,
"بوخت، اموخته",سروکار,,,
"تخت، پلاز، د باچا تخت",سرير,,,
"ترانځه، سلېخ، سلېښ، بروے",سريش,,,
"تندتلونکے، گړندے ، تيز",سريع,,,
"ترنگتوک اواز، خوږ اواز، خوږه غاړه",سريلى اواز,,,
"پوده، خوسا، سخا شوے",سڑا ھوا,,,
"واټ، لار",سڑک,,,
"غېرند، لټ ، ناراسته",سست,,,
"ټکنے ، ورو تگے",سست رو,,,
"ارزانبيه ، د گرانبيه  اپوټا",سستا,,,
"شلکه، تمبلی ، سستی ، ناراستی",سستی,,,
"غونډال، ټولوال، سستم",سسٹم,,,
"انگهاره، په سلگو سلگو ژړنه",سسکياں,,,
"مخ، استر",سطح,,,
"باوړۍ ، ستېزه، لوړه سيمه، لوړه  جگه ځمکه، کنډ کپر",سطح مرتعفی,,,
" بابيزه ، سرسرى، سرپک، په سر، برسېرن ، سرپک",سطحى,,,
"ليکه، کرښه،کرله، کيله",سطر,,,
"نېکمرغی، نېک بختی ، نېکه برخه",سعادت,,,
"نېک بخته، نېک مرغه",سعادت مند,,,
"برخه من، نېک مرغه، خوښمن",سعد,,,
"وس چار، هاند و هڅه، کار و زيار ، زيار و زوک ، هپه دپه، منډې تړې",سعى و تلاش,,,
"هڅه، هاند، مښود، زيار، کوشش",سعی,,,
"ټينگره، سپارښتنه",سفارش,,,
"سپارښتليک ، منتليک",سفارش نامه,,,
"سورﻻسے، خونړے، وژونکے، خناړے، خنړے",سفاک,,,
"خاورين لوښے، ټيکرن لوښے",سفال,,,
"بې سولی، ناپوهی",سفاهت,,,
"ولښه، کوچ، تگ، تلنه",سفر,,,
"ﻻرليک، لېږد ليک، يونليک",سفرنامه,,,
"کپه، خرپټ، مېده دوا، رش ، چورنگ",سفوف,,,
"اسپوېلے، سپين روبے، ګونده، خانتورا",سفيد پوش,,,
"د سپين نژاد خاوند، سپين پوستے",سفيدفام,,,
"استازگر، استازگرے (سفارت)، استازگرانه(سفارتي)",سفير,,,
"کشتۍ، کښتۍ، بېړۍ",سفينه,,,
"تودوبے، د تودو اوبو لامبلځے",سقاوه,,,
"ډېر سوړ دوزخ، واورين دوزخ",سقر,,,
"خرابی، نيمگړتيا",سقم,,,
"نسکورېدنه، را پرځېدنه",سقوط ,,,
"دروگه، سام، ځنډ",سکته,,,
"امودود، چپه چپيا، چپتيا، سوړ سمخ، منډ",سکوت,,,
"ښوونځے، مدرسه",سکول ,,,
"ټپک، کرار، ټاټوب",سکون,,,
"استوگنه، اوسېدنه",سکونت,,,
"اوبسپے، يو اوبين ځناور دے",سگ لاھو,,,
"بېړۍ، زنځيرونه، زولنې",سلاسل,,,
"ځان سپارل، چاته ځان ورکول، سلامی کېدل",سلامی,,,
"سکنده، گنډنه، نږېده، بخۍ، سکے، سکېزی، بېزل، گنډل، دوزول",سلائی,,,
"پرله پسې، لړۍ",سلسله,,,
"غر لړۍ ، غر پسې غر",سلسله کوه,,,
"واکمن، ټولواک، باچا",سلطان,,,
"ټولواکمنى، ټولواکى",سلطنت,,,
"سرباڼی، پخوانے خلک، لرغونے خلک",سلف,,,
"تبز، د ليکلو تيږه",سليٹی,,,
"ساده، اسان، بيوره",سليس,,,
"غواښکے، سپم، سوم، د ستنې سورے",سم,,,
"ټولنه ، پرگنه",سماج,,,
"ټولنوده، سماجى وده ، ټولنيز پرمختگ",سماجى ترقى,,,
"خرېړے، گوڅے، خومبه، تيترۍ، دوړنے",سمارق,,,
"اورېدا، اورېده",سماع,,,
"پلو، لور، خوا",سمت,,,
اوريز  و وينيز,سمعى و بصرى,,,
"يم، درياب، سمندر، چنگرے",سمندر,,,
"د بدن د کوم غړی ويده کيدل، ميږ یميږی کيدل، بږے، ښونگړ، سوړنگ",سن جانا,,,
"ناڅخ، نېزه، يو ډول لاسی وسله ده ",سنان,,,
"تايو، جوړ، تيار، سمبال",سنبهال,,,
"خړلمے، يو ډول ځنگلی ورکوټے ځناور دے چې څرمن يې خلک په کار راولی.",سنجاب,,,
"برے ليک ، سند",سند فراغت,,,
"بنسټ  ، اره ، تاداو",سنگ بنياد,,,
زرکاڼے ,سنگ پارس,,,
"تيږتوږنے، ډبرتوږاند، تيږتوږے، ډبر توږے",سنگ تراش,,,
"ډبرتوږنه، تيږتوږنه",سنگتراشى,,,
"نا ترسه، کلک زړے",سنگدل,,,
"کاڼيزه ، تيږوره ",سنگزار,,,
"ډبروژنه ، د کاڼو او ډبرو په وسيله څوک وژل",سنگسار,,,
سينگړغر,سنگلاخ چٹان,,,
"دمو، اوبښانگه",سنگم,,,
"نندارتون، نندارځے",سنيماهال,,,
"اړم، سپوټ ، ستناو",سهارا,,,
"هېر، هېرول",سهوا,,,
